U50        Team ball sports
W43.39      Exposure to vibration, sports and athletics area, during unspecified activity
W43.4       Exposure to vibration, street and highway
W43.40      Exposure to vibration, street and highway, while engaged in sports activity
W43.41      Exposure to vibration, street and highway, while engaged in leisure activity
W43.42      Exposure to vibration, street and highway, while working for income
W43.43      Exposure to vibration, street and highway, while engaged in other types of work
W43.44      Exposure to vibration, street and highway, while resting, sleeping, eating or engaging in other vital activities
W43.48      Exposure to vibration, street and highway, while engaged in other specified activities
W43.49      Exposure to vibration, street and highway, during unspecified activity
W43.5       Exposure to vibration, trade and service area
W43.50      Exposure to vibration, trade and service area, while engaged in sports activity
W43.51      Exposure to vibration, trade and service area, while engaged in leisure activity
W43.52      Exposure to vibration, trade and service area, while working for income
W43.53      Exposure to vibration, trade and service area, while engaged in other types of work
W43.54      Exposure to vibration, trade and service area, while resting, sleeping, eating or engaging in other vital activities
W43.58      Exposure to vibration, trade and service area, while engaged in other specified activities
W43.59      Exposure to vibration, trade and service area, during unspecified activity
W43.6       Exposure to vibration, industrial and construction area
W43.60      Exposure to vibration, industrial and construction area, while engaged in sports activity
W43.61      Exposure to vibration, industrial and construction area, while engaged in leisure activity
W43.62      Exposure to vibration, industrial and construction area, while working for income
W43.63      Exposure to vibration, industrial and construction area, while engaged in other types of work
W43.64      Exposure to vibration, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
W43.68      Exposure to vibration, industrial and construction area, while engaged in other specified activities
W43.69      Exposure to vibration, industrial and construction area, during unspecified activity
W43.7       Exposure to vibration, farm
W43.70      Exposure to vibration, farm, while engaged in sports activity
W43.71      Exposure to vibration, farm, while engaged in leisure activity
W43.72      Exposure to vibration, farm, while working for income
W43.73      Exposure to vibration, farm, while engaged in other types of work
W43.74      Exposure to vibration, farm, while resting, sleeping, eating or engaging in other vital activities
W43.78      Exposure to vibration, farm, while engaged in other specified activities
W43.79      Exposure to vibration, farm, during unspecified activity
W43.8       Exposure to vibration, other specified places
W43.80      Exposure to vibration, other specified places, while engaged in sports activity
W43.81      Exposure to vibration, other specified places, while engaged in leisure activity
W43.82      Exposure to vibration, other specified places, while working for income
W43.83      Exposure to vibration, other specified places, while engaged in other types of work
W43.84      Exposure to vibration, other specified places, while resting, sleeping, eating or engaging in other vital activities
W43.88      Exposure to vibration, other specified places, while engaged in other specified activities
W43.89      Exposure to vibration, other specified places, during unspecified activity
W43.9       Exposure to vibration, unspecified place
W43.90      Exposure to vibration, unspecified place, while engaged in sports activity
W43.91      Exposure to vibration, unspecified place, while engaged in leisure activity
W43.92      Exposure to vibration, unspecified place, while working for income
W43.93      Exposure to vibration, unspecified place, while engaged in other types of work
W43.94      Exposure to vibration, unspecified place, while resting, sleeping, eating or engaging in other vital activities
W43.98      Exposure to vibration, unspecified place, while engaged in other specified activities
W43.99      Exposure to vibration, unspecified place, during unspecified activity
W44         Foreign body entering into or through eye or natural orifice
W44.0       Foreign body entering into or through eye or natural orifice, home
W44.00      Foreign body entering into or through eye or natural orifice, home, while engaged in sports activity
W44.01      Foreign body entering into or through eye or natural orifice, home, while engaged in leisure activity
W44.02      Foreign body entering into or through eye or natural orifice, home, while working for income
W44.03      Foreign body entering into or through eye or natural orifice, home, while engaged in other types of work
W44.04      Foreign body entering into or through eye or natural orifice, home, while resting, sleeping, eating or engaging in other vital activities
W44.08      Foreign body entering into or through eye or natural orifice, home, while engaged in other specified activities
W44.09      Foreign body entering into or through eye or natural orifice, home, during unspecified activity
W44.1       Foreign body entering into or through eye or natural orifice, residential institution
W44.10      Foreign body entering into or through eye or natural orifice, residential institution, while engaged in sports activity
W44.11      Foreign body entering into or through eye or natural orifice, residential institution, while engaged in leisure activity
W44.12      Foreign body entering into or through eye or natural orifice, residential institution, while working for income
W44.13      Foreign body entering into or through eye or natural orifice, residential institution, while engaged in other types of work
W44.14      Foreign body entering into or through eye or natural orifice, residential institution, while resting, sleeping, eating or engaging in other vital activities
W44.18      Foreign body entering into or through eye or natural orifice, residential institution, while engaged in other specified activities
W44.19      Foreign body entering into or through eye or natural orifice, residential institution, during unspecified activity
W44.2       Foreign body entering into or through eye or natural orifice, school, other institution and public administrative area
W44.20      Foreign body entering into or through eye or natural orifice, school, other institution and public administrative area, while engaged in sports activity
W44.21      Foreign body entering into or through eye or natural orifice, school, other institution and public administrative area, while engaged in leisure activity
W44.22      Foreign body entering into or through eye or natural orifice, school, other institution and public administrative area, while working for income
W44.23      Foreign body entering into or through eye or natural orifice, school, other institution and public administrative area, while engaged in other types of work
W44.24      Foreign body entering into or through eye or natural orifice, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
W44.28      Foreign body entering into or through eye or natural orifice, school, other institution and public administrative area, while engaged in other specified activities
W44.29      Foreign body entering into or through eye or natural orifice, school, other institution and public administrative area, during unspecified activity
W44.3       Foreign body entering into or through eye or natural orifice, sports and athletics area
W44.30      Foreign body entering into or through eye or natural orifice, sports and athletics area, while engaged in sports activity
W44.31      Foreign body entering into or through eye or natural orifice, sports and athletics area, while engaged in leisure activity
W44.32      Foreign body entering into or through eye or natural orifice, sports and athletics area, while working for income
W44.33      Foreign body entering into or through eye or natural orifice, sports and athletics area, while engaged in other types of work
W44.34      Foreign body entering into or through eye or natural orifice, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
W44.38      Foreign body entering into or through eye or natural orifice, sports and athletics area, while engaged in other specified activities
W44.39      Foreign body entering into or through eye or natural orifice, sports and athletics area, during unspecified activity
W44.4       Foreign body entering into or through eye or natural orifice, street and highway
W44.40      Foreign body entering into or through eye or natural orifice, street and highway, while engaged in sports activity
W44.41      Foreign body entering into or through eye or natural orifice, street and highway, while engaged in leisure activity
W44.42      Foreign body entering into or through eye or natural orifice, street and highway, while working for income
W44.43      Foreign body entering into or through eye or natural orifice, street and highway, while engaged in other types of work
W44.44      Foreign body entering into or through eye or natural orifice, street and highway, while resting, sleeping, eating or engaging in other vital activities
W44.48      Foreign body entering into or through eye or natural orifice, street and highway, while engaged in other specified activities
W44.49      Foreign body entering into or through eye or natural orifice, street and highway, during unspecified activity
W44.5       Foreign body entering into or through eye or natural orifice, trade and service area
W44.50      Foreign body entering into or through eye or natural orifice, trade and service area, while engaged in sports activity
W44.51      Foreign body entering into or through eye or natural orifice, trade and service area, while engaged in leisure activity
W44.52      Foreign body entering into or through eye or natural orifice, trade and service area, while working for income
W44.53      Foreign body entering into or through eye or natural orifice, trade and service area, while engaged in other types of work
W44.54      Foreign body entering into or through eye or natural orifice, trade and service area, while resting, sleeping, eating or engaging in other vital activities
W44.58      Foreign body entering into or through eye or natural orifice, trade and service area, while engaged in other specified activities
W44.59      Foreign body entering into or through eye or natural orifice, trade and service area, during unspecified activity
W44.6       Foreign body entering into or through eye or natural orifice, industrial and construction area
W44.60      Foreign body entering into or through eye or natural orifice, industrial and construction area, while engaged in sports activity
W44.61      Foreign body entering into or through eye or natural orifice, industrial and construction area, while engaged in leisure activity
W44.62      Foreign body entering into or through eye or natural orifice, industrial and construction area, while working for income
W44.63      Foreign body entering into or through eye or natural orifice, industrial and construction area, while engaged in other types of work
W44.64      Foreign body entering into or through eye or natural orifice, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
W44.68      Foreign body entering into or through eye or natural orifice, industrial and construction area, while engaged in other specified activities
W44.69      Foreign body entering into or through eye or natural orifice, industrial and construction area, during unspecified activity
W44.7       Foreign body entering into or through eye or natural orifice, farm
W44.70      Foreign body entering into or through eye or natural orifice, farm, while engaged in sports activity
W44.71      Foreign body entering into or through eye or natural orifice, farm, while engaged in leisure activity
W44.72      Foreign body entering into or through eye or natural orifice, farm, while working for income
W44.73      Foreign body entering into or through eye or natural orifice, farm, while engaged in other types of work
W44.74      Foreign body entering into or through eye or natural orifice, farm, while resting, sleeping, eating or engaging in other vital activities
W44.78      Foreign body entering into or through eye or natural orifice, farm, while engaged in other specified activities
W44.79      Foreign body entering into or through eye or natural orifice, farm, during unspecified activity
W44.8       Foreign body entering into or through eye or natural orifice, other specified places
W44.80      Foreign body entering into or through eye or natural orifice, other specified places, while engaged in sports activity
W44.81      Foreign body entering into or through eye or natural orifice, other specified places, while engaged in leisure activity
W44.82      Foreign body entering into or through eye or natural orifice, other specified places, while working for income
W44.83      Foreign body entering into or through eye or natural orifice, other specified places, while engaged in other types of work
W44.84      Foreign body entering into or through eye or natural orifice, other specified places, while resting, sleeping, eating or engaging in other vital activities
W44.88      Foreign body entering into or through eye or natural orifice, other specified places, while engaged in other specified activities
W44.89      Foreign body entering into or through eye or natural orifice, other specified places, during unspecified activity
W44.9       Foreign body entering into or through eye or natural orifice, unspecified place
W44.90      Foreign body entering into or through eye or natural orifice, unspecified place, while engaged in sports activity
W44.91      Foreign body entering into or through eye or natural orifice, unspecified place, while engaged in leisure activity
W44.92      Foreign body entering into or through eye or natural orifice, unspecified place, while working for income
W44.93      Foreign body entering into or through eye or natural orifice, unspecified place, while engaged in other types of work
W44.94      Foreign body entering into or through eye or natural orifice, unspecified place, while resting, sleeping, eating or engaging in other vital activities
W44.98      Foreign body entering into or through eye or natural orifice, unspecified place, while engaged in other specified activities
W44.99      Foreign body entering into or through eye or natural orifice, unspecified place, during unspecified activity
W45         Foreign body or object entering through skin
W45.0       Body Piercing
W45.00      Foreign body or object entering through skin, home, while engaged in sports activity
W45.01      Foreign body or object entering through skin, home, while engaged in leisure activity
W45.02      Foreign body or object entering through skin, home, while working for income
W45.03      Foreign body or object entering through skin, home, while engaged in other types of work
W45.04      Foreign body or object entering through skin, home, while resting, sleeping, eating or engaging in other vital activities
W45.08      Foreign body or object entering through skin, home, while engaged in other specified activities
W45.09      Foreign body or object entering through skin, home, during unspecified activity
W45.1       Foreign body or object entering through skin, residential institution
W45.10      Foreign body or object entering through skin, residential institution, while engaged in sports activity
W45.11      Foreign body or object entering through skin, residential institution, while engaged in leisure activity
W45.12      Foreign body or object entering through skin, residential institution, while working for income
W45.13      Foreign body or object entering through skin, residential institution, while engaged in other types of work
W45.14      Foreign body or object entering through skin, residential institution, while resting, sleeping, eating or engaging in other vital activities
W45.18      Foreign body or object entering through skin, residential institution, while engaged in other specified activities
W45.19      Foreign body or object entering through skin, residential institution, during unspecified activity
W45.2       Foreign body or object entering through skin, school, other institution and public administrative area
W45.20      Foreign body or object entering through skin, school, other institution and public administrative area, while engaged in sports activity
W45.21      Foreign body or object entering through skin, school, other institution and public administrative area, while engaged in leisure activity
W45.22      Foreign body or object entering through skin, school, other institution and public administrative area, while working for income
W45.23      Foreign body or object entering through skin, school, other institution and public administrative area, while engaged in other types of work
W45.24      Foreign body or object entering through skin, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
W45.28      Foreign body or object entering through skin, school, other institution and public administrative area, while engaged in other specified activities
W45.29      Foreign body or object entering through skin, school, other institution and public administrative area, during unspecified activity
W45.3       Foreign body or object entering through skin, sports and athletics area
W45.30      Foreign body or object entering through skin, sports and athletics area, while engaged in sports activity
W45.31      Foreign body or object entering through skin, sports and athletics area, while engaged in leisure activity
W45.32      Foreign body or object entering through skin, sports and athletics area, while working for income
W45.33      Foreign body or object entering through skin, sports and athletics area, while engaged in other types of work
W45.34      Foreign body or object entering through skin, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
W45.38      Foreign body or object entering through skin, sports and athletics area, while engaged in other specified activities
W45.39      Foreign body or object entering through skin, sports and athletics area, during unspecified activity
W45.4       Foreign body or object entering through skin, street and highway
W45.40      Foreign body or object entering through skin, street and highway, while engaged in sports activity
W45.41      Foreign body or object entering through skin, street and highway, while engaged in leisure activity
W45.42      Foreign body or object entering through skin, street and highway, while working for income
W45.43      Foreign body or object entering through skin, street and highway, while engaged in other types of work
W45.44      Foreign body or object entering through skin, street and highway, while resting, sleeping, eating or engaging in other vital activities
W45.48      Foreign body or object entering through skin, street and highway, while engaged in other specified activities
W45.49      Foreign body or object entering through skin, street and highway, during unspecified activity
W45.5       Foreign body or object entering through skin, trade and service area
W45.50      Foreign body or object entering through skin, trade and service area, while engaged in sports activity
W45.51      Foreign body or object entering through skin, trade and service area, while engaged in leisure activity
W45.52      Foreign body or object entering through skin, trade and service area, while working for income
W45.53      Foreign body or object entering through skin, trade and service area, while engaged in other types of work
W45.54      Foreign body or object entering through skin, trade and service area, while resting, sleeping, eating or engaging in other vital activities
W45.58      Foreign body or object entering through skin, trade and service area, while engaged in other specified activities
W45.59      Foreign body or object entering through skin, trade and service area, during unspecified activity
W45.6       Foreign body or object entering through skin, industrial and construction area
W45.60      Foreign body or object entering through skin, industrial and construction area, while engaged in sports activity
W45.61      Foreign body or object entering through skin, industrial and construction area, while engaged in leisure activity
W45.62      Foreign body or object entering through skin, industrial and construction area, while working for income
W45.63      Foreign body or object entering through skin, industrial and construction area, while engaged in other types of work
W45.64      Foreign body or object entering through skin, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
W45.68      Foreign body or object entering through skin, industrial and construction area, while engaged in other specified activities
W45.69      Foreign body or object entering through skin, industrial and construction area, during unspecified activity
W45.7       Foreign body or object entering through skin, farm
W45.70      Foreign body or object entering through skin, farm, while engaged in sports activity
W45.71      Foreign body or object entering through skin, farm, while engaged in leisure activity
W45.72      Foreign body or object entering through skin, farm, while working for income
W45.73      Foreign body or object entering through skin, farm, while engaged in other types of work
W45.74      Foreign body or object entering through skin, farm, while resting, sleeping, eating or engaging in other vital activities
W45.78      Foreign body or object entering through skin, farm, while engaged in other specified activities
W45.79      Foreign body or object entering through skin, farm, during unspecified activity
W45.8       Foreign body or object entering through skin, other specified places
W45.80      Foreign body or object entering through skin, other specified places, while engaged in sports activity
W45.81      Foreign body or object entering through skin, other specified places, while engaged in leisure activity
W45.82      Foreign body or object entering through skin, other specified places, while working for income
W45.83      Foreign body or object entering through skin, other specified places, while engaged in other types of work
W45.84      Foreign body or object entering through skin, other specified places, while resting, sleeping, eating or engaging in other vital activities
W45.88      Foreign body or object entering through skin, other specified places, while engaged in other specified activities
W45.89      Foreign body or object entering through skin, other specified places, during unspecified activity
W45.9       Foreign body or object entering through skin
W45.90      Foreign body or object entering through skin, unspecified place, while engaged in sports activity
W45.91      Foreign body or object entering through skin, unspecified place, while engaged in leisure activity
W45.92      Foreign body or object entering through skin, unspecified place, while working for income
W45.93      Foreign body or object entering through skin, unspecified place, while engaged in other types of work
W45.94      Foreign body or object entering through skin, unspecified place, while resting, sleeping, eating or engaging in other vital activities
W45.98      Foreign body or object entering through skin, unspecified place, while engaged in other specified activities
W45.99      Foreign body or object entering through skin, unspecified place, during unspecified activity
W46         Contact with hypodermic needle
W49         Exposure to other and unspecified inanimate mechanical forces
W49.0       Exposure to other and unspecified inanimate mechanical forces, home
W49.00      Exposure to other and unspecified inanimate mechanical forces, home, while engaged in sports activity
W49.01      Exposure to other and unspecified inanimate mechanical forces, home, while engaged in leisure activity
W49.02      Exposure to other and unspecified inanimate mechanical forces, home, while working for income
W49.03      Exposure to other and unspecified inanimate mechanical forces, home, while engaged in other types of work
W49.04      Exposure to other and unspecified inanimate mechanical forces, home, while resting, sleeping, eating or engaging in other vital activities
W49.08      Exposure to other and unspecified inanimate mechanical forces, home, while engaged in other specified activities
W49.09      Exposure to other and unspecified inanimate mechanical forces, home, during unspecified activity
W49.1       Exposure to other and unspecified inanimate mechanical forces, residential institution
W49.10      Exposure to other and unspecified inanimate mechanical forces, residential institution, while engaged in sports activity
W49.11      Exposure to other and unspecified inanimate mechanical forces, residential institution, while engaged in leisure activity
W49.12      Exposure to other and unspecified inanimate mechanical forces, residential institution, while working for income
W49.13      Exposure to other and unspecified inanimate mechanical forces, residential institution, while engaged in other types of work
W49.14      Exposure to other and unspecified inanimate mechanical forces, residential institution, while resting, sleeping, eating or engaging in other vital activities
W49.18      Exposure to other and unspecified inanimate mechanical forces, residential institution, while engaged in other specified activities
W49.19      Exposure to other and unspecified inanimate mechanical forces, residential institution, during unspecified activity
W49.2       Exposure to other and unspecified inanimate mechanical forces, school, other institution and public administrative area
W49.20      Exposure to other and unspecified inanimate mechanical forces, school, other institution and public administrative area, while engaged in sports activity
W49.21      Exposure to other and unspecified inanimate mechanical forces, school, other institution and public administrative area, while engaged in leisure activity
W49.22      Exposure to other and unspecified inanimate mechanical forces, school, other institution and public administrative area, while working for income
W49.23      Exposure to other and unspecified inanimate mechanical forces, school, other institution and public administrative area, while engaged in other types of work
W49.24      Exposure to other and unspecified inanimate mechanical forces, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
W49.28      Exposure to other and unspecified inanimate mechanical forces, school, other institution and public administrative area, while engaged in other specified activities
W49.29      Exposure to other and unspecified inanimate mechanical forces, school, other institution and public administrative area, during unspecified activity
W49.3       Exposure to other and unspecified inanimate mechanical forces, sports and athletics area
W49.30      Exposure to other and unspecified inanimate mechanical forces, sports and athletics area, while engaged in sports activity
W49.31      Exposure to other and unspecified inanimate mechanical forces, sports and athletics area, while engaged in leisure activity
W49.32      Exposure to other and unspecified inanimate mechanical forces, sports and athletics area, while working for income
W49.33      Exposure to other and unspecified inanimate mechanical forces, sports and athletics area, while engaged in other types of work
W49.34      Exposure to other and unspecified inanimate mechanical forces, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
W49.38      Exposure to other and unspecified inanimate mechanical forces, sports and athletics area, while engaged in other specified activities
W49.39      Exposure to other and unspecified inanimate mechanical forces, sports and athletics area, during unspecified activity
W49.4       Exposure to other and unspecified inanimate mechanical forces, street and highway
W49.40      Exposure to other and unspecified inanimate mechanical forces, street and highway, while engaged in sports activity
W49.41      Exposure to other and unspecified inanimate mechanical forces, street and highway, while engaged in leisure activity
W49.42      Exposure to other and unspecified inanimate mechanical forces, street and highway, while working for income
W49.43      Exposure to other and unspecified inanimate mechanical forces, street and highway, while engaged in other types of work
W49.44      Exposure to other and unspecified inanimate mechanical forces, street and highway, while resting, sleeping, eating or engaging in other vital activities
W49.48      Exposure to other and unspecified inanimate mechanical forces, street and highway, while engaged in other specified activities
W49.49      Exposure to other and unspecified inanimate mechanical forces, street and highway, during unspecified activity
W49.5       Exposure to other and unspecified inanimate mechanical forces, trade and service area
W49.50      Exposure to other and unspecified inanimate mechanical forces, trade and service area, while engaged in sports activity
W49.51      Exposure to other and unspecified inanimate mechanical forces, trade and service area, while engaged in leisure activity
W49.52      Exposure to other and unspecified inanimate mechanical forces, trade and service area, while working for income
W49.53      Exposure to other and unspecified inanimate mechanical forces, trade and service area, while engaged in other types of work
W49.54      Exposure to other and unspecified inanimate mechanical forces, trade and service area, while resting, sleeping, eating or engaging in other vital activities
W49.58      Exposure to other and unspecified inanimate mechanical forces, trade and service area, while engaged in other specified activities
W49.59      Exposure to other and unspecified inanimate mechanical forces, trade and service area, during unspecified activity
W49.6       Exposure to other and unspecified inanimate mechanical forces, industrial and construction area
W49.60      Exposure to other and unspecified inanimate mechanical forces, industrial and construction area, while engaged in sports activity
W49.61      Exposure to other and unspecified inanimate mechanical forces, industrial and construction area, while engaged in leisure activity
W49.62      Exposure to other and unspecified inanimate mechanical forces, industrial and construction area, while working for income
W49.63      Exposure to other and unspecified inanimate mechanical forces, industrial and construction area, while engaged in other types of work
W49.64      Exposure to other and unspecified inanimate mechanical forces, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
W49.68      Exposure to other and unspecified inanimate mechanical forces, industrial and construction area, while engaged in other specified activities
W49.69      Exposure to other and unspecified inanimate mechanical forces, industrial and construction area, during unspecified activity
W49.7       Exposure to other and unspecified inanimate mechanical forces, farm
W49.70      Exposure to other and unspecified inanimate mechanical forces, farm, while engaged in sports activity
W49.71      Exposure to other and unspecified inanimate mechanical forces, farm, while engaged in leisure activity
W49.72      Exposure to other and unspecified inanimate mechanical forces, farm, while working for income
W49.73      Exposure to other and unspecified inanimate mechanical forces, farm, while engaged in other types of work
W49.74      Exposure to other and unspecified inanimate mechanical forces, farm, while resting, sleeping, eating or engaging in other vital activities
W49.78      Exposure to other and unspecified inanimate mechanical forces, farm, while engaged in other specified activities
W49.79      Exposure to other and unspecified inanimate mechanical forces, farm, during unspecified activity
W49.8       Exposure to other and unspecified inanimate mechanical forces, other specified places
W49.80      Exposure to other and unspecified inanimate mechanical forces, other specified places, while engaged in sports activity
W49.81      Exposure to other and unspecified inanimate mechanical forces, other specified places, while engaged in leisure activity
W49.82      Exposure to other and unspecified inanimate mechanical forces, other specified places, while working for income
W49.83      Exposure to other and unspecified inanimate mechanical forces, other specified places, while engaged in other types of work
W49.84      Exposure to other and unspecified inanimate mechanical forces, other specified places, while resting, sleeping, eating or engaging in other vital activities
W49.88      Exposure to other and unspecified inanimate mechanical forces, other specified places, while engaged in other specified activities
W49.89      Exposure to other and unspecified inanimate mechanical forces, other specified places, during unspecified activity
W49.9       Exposure to other and unspecified inanimate mechanical forces, unspecified place
W49.90      Exposure to other and unspecified inanimate mechanical forces, unspecified place, while engaged in sports activity
W49.91      Exposure to other and unspecified inanimate mechanical forces, unspecified place, while engaged in leisure activity
W49.92      Exposure to other and unspecified inanimate mechanical forces, unspecified place, while working for income
W49.93      Exposure to other and unspecified inanimate mechanical forces, unspecified place, while engaged in other types of work
W49.94      Exposure to other and unspecified inanimate mechanical forces, unspecified place, while resting, sleeping, eating or engaging in other vital activities
W49.98      Exposure to other and unspecified inanimate mechanical forces, unspecified place, while engaged in other specified activities
W49.99      Exposure to other and unspecified inanimate mechanical forces, unspecified place, during unspecified activity
W50         Hit, struck, kicked, twisted, bitten or scratched by another person
W50.0       Hit, struck, kicked, twisted, bitten or scratched by another person, home
W50.00      Hit, struck, kicked, twisted, bitten or scratched by another person, home, while engaged in sports activity
W50.01      Hit, struck, kicked, twisted, bitten or scratched by another person, home, while engaged in leisure activity
W50.02      Hit, struck, kicked, twisted, bitten or scratched by another person, home, while working for income
W50.03      Hit, struck, kicked, twisted, bitten or scratched by another person, home, while engaged in other types of work
W50.04      Hit, struck, kicked, twisted, bitten or scratched by another person, home, while resting, sleeping, eating or engaging in other vital activities
W50.08      Hit, struck, kicked, twisted, bitten or scratched by another person, home, while engaged in other specified activities
W50.09      Hit, struck, kicked, twisted, bitten or scratched by another person, home, during unspecified activity
W50.1       Hit, struck, kicked, twisted, bitten or scratched by another person, residential institution
W50.10      Hit, struck, kicked, twisted, bitten or scratched by another person, residential institution, while engaged in sports activity
W50.11      Hit, struck, kicked, twisted, bitten or scratched by another person, residential institution, while engaged in leisure activity
W50.12      Hit, struck, kicked, twisted, bitten or scratched by another person, residential institution, while working for income
W50.13      Hit, struck, kicked, twisted, bitten or scratched by another person, residential institution, while engaged in other types of work
W50.14      Hit, struck, kicked, twisted, bitten or scratched by another person, residential institution, while resting, sleeping, eating or engaging in other vital activities
W50.18      Hit, struck, kicked, twisted, bitten or scratched by another person, residential institution, while engaged in other specified activities
W50.19      Hit, struck, kicked, twisted, bitten or scratched by another person, residential institution, during unspecified activity
W50.2       Hit, struck, kicked, twisted, bitten or scratched by another person, school, other institution and public administrative area
W50.20      Hit, struck, kicked, twisted, bitten or scratched by another person, school, other institution and public administrative area, while engaged in sports activity
W50.21      Hit, struck, kicked, twisted, bitten or scratched by another person, school, other institution and public administrative area, while engaged in leisure activity
W50.22      Hit, struck, kicked, twisted, bitten or scratched by another person, school, other institution and public administrative area, while working for income
W50.23      Hit, struck, kicked, twisted, bitten or scratched by another person, school, other institution and public administrative area, while engaged in other types of work
W50.24      Hit, struck, kicked, twisted, bitten or scratched by another person, school, other institution and public administrative area, while resting, sleeping, eating or engaging in other vital activities
W50.28      Hit, struck, kicked, twisted, bitten or scratched by another person, school, other institution and public administrative area, while engaged in other specified activities
W50.29      Hit, struck, kicked, twisted, bitten or scratched by another person, school, other institution and public administrative area, during unspecified activity
W50.3       Hit, struck, kicked, twisted, bitten or scratched by another person, sports and athletics area
W50.30      Hit, struck, kicked, twisted, bitten or scratched by another person, sports and athletics area, while engaged in sports activity
W50.31      Hit, struck, kicked, twisted, bitten or scratched by another person, sports and athletics area, while engaged in leisure activity
W50.32      Hit, struck, kicked, twisted, bitten or scratched by another person, sports and athletics area, while working for income
W50.33      Hit, struck, kicked, twisted, bitten or scratched by another person, sports and athletics area, while engaged in other types of work
W50.34      Hit, struck, kicked, twisted, bitten or scratched by another person, sports and athletics area, while resting, sleeping, eating or engaging in other vital activities
W50.38      Hit, struck, kicked, twisted, bitten or scratched by another person, sports and athletics area, while engaged in other specified activities
W50.39      Hit, struck, kicked, twisted, bitten or scratched by another person, sports and athletics area, during unspecified activity
W50.4       Hit, struck, kicked, twisted, bitten or scratched by another person, street and highway
W50.40      Hit, struck, kicked, twisted, bitten or scratched by another person, street and highway, while engaged in sports activity
W50.41      Hit, struck, kicked, twisted, bitten or scratched by another person, street and highway, while engaged in leisure activity
W50.42      Hit, struck, kicked, twisted, bitten or scratched by another person, street and highway, while working for income
W50.43      Hit, struck, kicked, twisted, bitten or scratched by another person, street and highway, while engaged in other types of work
W50.44      Hit, struck, kicked, twisted, bitten or scratched by another person, street and highway, while resting, sleeping, eating or engaging in other vital activities
W50.48      Hit, struck, kicked, twisted, bitten or scratched by another person, street and highway, while engaged in other specified activities
W50.49      Hit, struck, kicked, twisted, bitten or scratched by another person, street and highway, during unspecified activity
W50.5       Hit, struck, kicked, twisted, bitten or scratched by another person, trade and service area
W50.50      Hit, struck, kicked, twisted, bitten or scratched by another person, trade and service area, while engaged in sports activity
W50.51      Hit, struck, kicked, twisted, bitten or scratched by another person, trade and service area, while engaged in leisure activity
W50.52      Hit, struck, kicked, twisted, bitten or scratched by another person, trade and service area, while working for income
W50.53      Hit, struck, kicked, twisted, bitten or scratched by another person, trade and service area, while engaged in other types of work
W50.54      Hit, struck, kicked, twisted, bitten or scratched by another person, trade and service area, while resting, sleeping, eating or engaging in other vital activities
W50.58      Hit, struck, kicked, twisted, bitten or scratched by another person, trade and service area, while engaged in other specified activities
W50.59      Hit, struck, kicked, twisted, bitten or scratched by another person, trade and service area, during unspecified activity
W50.6       Hit, struck, kicked, twisted, bitten or scratched by another person, industrial and construction area
W50.60      Hit, struck, kicked, twisted, bitten or scratched by another person, industrial and construction area, while engaged in sports activity
W50.61      Hit, struck, kicked, twisted, bitten or scratched by another person, industrial and construction area, while engaged in leisure activity
W50.62      Hit, struck, kicked, twisted, bitten or scratched by another person, industrial and construction area, while working for income
W50.63      Hit, struck, kicked, twisted, bitten or scratched by another person, industrial and construction area, while engaged in other types of work
W50.64      Hit, struck, kicked, twisted, bitten or scratched by another person, industrial and construction area, while resting, sleeping, eating or engaging in other vital activities
W50.68      Hit, struck, kicked, twisted, bitten or scratched by another person, industrial and construction area, while engaged in other specified activities
W50.69      Hit, struck, kicked, twisted, bitten or scratched by another person, industrial and construction area, during unspecified activity
W50.7       Hit, struck, kicked, twisted, bitten or scratched by another person, farm
W50.70      Hit, struck, kicked, twisted, bitten or scratched by another person, farm, while engaged in sports activity
W50.71      Hit, struck, kicked, twisted, bitten or scratched by another person, farm, while engaged in leisure activity
W50.72      Hit, struck, kicked, twisted, bitten or scratched by another person, farm, while working for income
W50.73      Hit, struck, kicked, twisted, bitten or scratched by another person, farm, while engaged in other types of work
W50.74      Hit, struck, kicked, twisted, bitten or scratched by another person, farm, while resting, sleeping, eating or engaging in other vital activities
W50.78      Hit, struck, kicked, twisted, bitten or scratched by another person, farm, while engaged in other specified activities
W50.79      Hit, struck, kicked, twisted, bitten or scratched by another person, farm, during unspecified activity
W50.8       Hit, struck, kicked, twisted, bitten or scratched by another person, other specified places
W50.80      Hit, struck, kicked, twisted, bitten or scratched by another person, other specified places, while engaged in sports activity
W50.81      Hit, struck, kicked, twisted, bitten or scratched by another person, other specified places, while engaged in leisure activity
W50.82      Hit, struck, kicked, twisted, bitten or scratched by another person, other specified places, while working for income
