U50         Team ball sports
V71.73      Bus occupant injured in collision with pedal cycle, person on outside of vehicle, traffic accident, while engaged in other types of work
V71.74      Bus occupant injured in collision with pedal cycle, person on outside of vehicle, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V71.78      Bus occupant injured in collision with pedal cycle, person on outside of vehicle, traffic accident, while engaged in other specified activity
V71.79      Bus occupant injured in collision with pedal cycle, person on outside of vehicle, traffic accident, during unspecified activity
V71.9       Bus occupant injured in collision with pedal cycle, unspecified bus occupant injured in traffic accident
V71.90      Bus occupant injured in collision with pedal cycle, unspecified bus occupant, traffic accident, while engaged in sports activity
V71.91      Bus occupant injured in collision with pedal cycle, unspecified bus occupant, traffic accident, while engaged in leisure activity
V71.92      Bus occupant injured in collision with pedal cycle, unspecified bus occupant, traffic accident, while working for income
V71.93      Bus occupant injured in collision with pedal cycle, unspecified bus occupant, traffic accident, while engaged in other types of work
V71.94      Bus occupant injured in collision with pedal cycle, unspecified bus occupant, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V71.98      Bus occupant injured in collision with pedal cycle, unspecified bus occupant, traffic accident, while engaged in other specified activity
V71.99      Bus occupant injured in collision with pedal cycle, unspecified bus occupant, traffic accident, during unspecified activity
V72         Bus occupant injured in collision with two- or three-wheeled motor vehicle
V72.0       Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident
V72.00      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident, while engaged in sports activity
V72.01      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident, while engaged in leisure activity
V72.02      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident, while working for income
V72.03      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident, while engaged in other types of work
V72.04      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V72.08      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident, while engaged in other specified activity
V72.09      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident, during unspecified activity
V72.1       Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident
V72.10      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident, while engaged in sports activity
V72.11      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident, while engaged in leisure activity
V72.12      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident, while working for income
V72.13      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident, while engaged in other types of work
V72.14      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V72.18      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident, while engaged in other specified activity
V72.19      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident, during unspecified activity
V72.2       Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in nontraffic accident
V72.20      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident, while engaged in sports activity
V72.21      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident, while engaged in leisure activity
V72.22      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident, while working for income
V72.23      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident, while engaged in other types of work
V72.24      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V72.28      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident, while engaged in other specified activity
V72.29      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident, during unspecified activity
V72.3       Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant injured in nontraffic accident
V72.30      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, nontraffic accident, while engaged in sports activity
V72.31      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, nontraffic accident, while engaged in leisure activity
V72.32      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, nontraffic accident, while working for income
V72.33      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, nontraffic accident, while engaged in other types of work
V72.34      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V72.38      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, nontraffic accident, while engaged in other specified activity
V72.39      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, nontraffic accident, during unspecified activity
V72.4       Bus occupant injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting
V72.40      Bus occupant injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, while engaged in sports activity
V72.41      Bus occupant injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, while engaged in leisure activity
V72.42      Bus occupant injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, while working for income
V72.43      Bus occupant injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, while engaged in other types of work
V72.44      Bus occupant injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, while resting, sleeping, eating or engaging in other vital activities
V72.48      Bus occupant injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, while engaged in other specified activity
V72.49      Bus occupant injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, during unspecified activity
V72.5       Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident
V72.50      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident, while engaged in sports activity
V72.51      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident, while engaged in leisure activity
V72.52      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident, while working for income
V72.53      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident, while engaged in other types of work
V72.54      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V72.58      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident, while engaged in other specified activity
V72.59      Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident, during unspecified activity
V72.6       Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident
V72.60      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident, while engaged in sports activity
V72.61      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident, while engaged in leisure activity
V72.62      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident, while working for income
V72.63      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident, while engaged in other types of work
V72.64      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V72.68      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident, while engaged in other specified activity
V72.69      Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident, during unspecified activity
V72.7       Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident
V72.70      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident, while engaged in sports activity
V72.71      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident, while engaged in leisure activity
V72.72      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident, while working for income
V72.73      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident, while engaged in other types of work
V72.74      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V72.78      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident, while engaged in other specified activity
V72.79      Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident, during unspecified activity
V72.9       Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant injured in traffic accident
V72.90      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, traffic accident, while engaged in sports activity
V72.91      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, traffic accident, while engaged in leisure activity
V72.92      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, traffic accident, while working for income
V72.93      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, traffic accident, while engaged in other types of work
V72.94      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V72.98      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, traffic accident, while engaged in other specified activity
V72.99      Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, traffic accident, during unspecified activity
V73         Bus occupant injured in collision with car, pick-up truck or van
V73.0       Bus occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident
V73.00      Bus occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident, while engaged in sports activity
V73.01      Bus occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident, while engaged in leisure activity
V73.02      Bus occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident, while working for income
V73.03      Bus occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident, while engaged in other types of work
V73.04      Bus occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V73.08      Bus occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident, while engaged in other specified activity
V73.09      Bus occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident, during unspecified activity
V73.1       Bus occupant injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident
V73.10      Bus occupant injured in collision with car, pick-up truck or van, passenger, nontraffic accident, while engaged in sports activity
V73.11      Bus occupant injured in collision with car, pick-up truck or van, passenger, nontraffic accident, while engaged in leisure activity
V73.12      Bus occupant injured in collision with car, pick-up truck or van, passenger, nontraffic accident, while working for income
V73.13      Bus occupant injured in collision with car, pick-up truck or van, passenger, nontraffic accident, while engaged in other types of work
V73.14      Bus occupant injured in collision with car, pick-up truck or van, passenger, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V73.18      Bus occupant injured in collision with car, pick-up truck or van, passenger, nontraffic accident, while engaged in other specified activity
V73.19      Bus occupant injured in collision with car, pick-up truck or van, passenger, nontraffic accident, during unspecified activity
V73.2       Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident
V73.20      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident, while engaged in sports activity
V73.21      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident, while engaged in leisure activity
V73.22      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident, while working for income
V73.23      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident, while engaged in other types of work
V73.24      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V73.28      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident, while engaged in other specified activity
V73.29      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident, during unspecified activity
V73.3       Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant injured in nontraffic accident
V73.30      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, nontraffic accident, while engaged in sports activity
V73.31      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, nontraffic accident, while engaged in leisure activity
V73.32      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, nontraffic accident, while working for income
V73.33      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, nontraffic accident, while engaged in other types of work
V73.34      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V73.38      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, nontraffic accident, while engaged in other specified activity
V73.39      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, nontraffic accident, during unspecified activity
V73.4       Bus occupant injured in collision with car, pick-up truck or van, person injured while boarding or alighting
V73.40      Bus occupant injured in collision with car, pick-up truck or van, while boarding or alighting, while engaged in sports activity
V73.41      Bus occupant injured in collision with car, pick-up truck or van, while boarding or alighting, while engaged in leisure activity
V73.42      Bus occupant injured in collision with car, pick-up truck or van, while boarding or alighting, while working for income
V73.43      Bus occupant injured in collision with car, pick-up truck or van, while boarding or alighting, while engaged in other types of work
V73.44      Bus occupant injured in collision with car, pick-up truck or van, while boarding or alighting, while resting, sleeping, eating or engaging in other vital activities
V73.48      Bus occupant injured in collision with car, pick-up truck or van, while boarding or alighting, while engaged in other specified activity
V73.49      Bus occupant injured in collision with car, pick-up truck or van, while boarding or alighting, during unspecified activity
V73.5       Bus occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident
V73.50      Bus occupant injured in collision with car, pick-up truck or van, driver, traffic accident, while engaged in sports activity
V73.51      Bus occupant injured in collision with car, pick-up truck or van, driver, traffic accident, while engaged in leisure activity
V73.52      Bus occupant injured in collision with car, pick-up truck or van, driver, traffic accident, while working for income
V73.53      Bus occupant injured in collision with car, pick-up truck or van, driver, traffic accident, while engaged in other types of work
V73.54      Bus occupant injured in collision with car, pick-up truck or van, driver, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V73.58      Bus occupant injured in collision with car, pick-up truck or van, driver, traffic accident, while engaged in other specified activity
V73.59      Bus occupant injured in collision with car, pick-up truck or van, driver, traffic accident, during unspecified activity
V73.6       Bus occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident
V73.60      Bus occupant injured in collision with car, pick-up truck or van, passenger, traffic accident, while engaged in sports activity
V73.61      Bus occupant injured in collision with car, pick-up truck or van, passenger, traffic accident, while engaged in leisure activity
V73.62      Bus occupant injured in collision with car, pick-up truck or van, passenger, traffic accident, while working for income
V73.63      Bus occupant injured in collision with car, pick-up truck or van, passenger, traffic accident, while engaged in other types of work
V73.64      Bus occupant injured in collision with car, pick-up truck or van, passenger, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V73.68      Bus occupant injured in collision with car, pick-up truck or van, passenger, traffic accident, while engaged in other specified activity
V73.69      Bus occupant injured in collision with car, pick-up truck or van, passenger, traffic accident, during unspecified activity
V73.7       Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic accident
V73.70      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident, while engaged in sports activity
V73.71      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident, while engaged in leisure activity
V73.72      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident, while working for income
V73.73      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident, while engaged in other types of work
V73.74      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V73.78      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident, while engaged in other specified activity
V73.79      Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident, during unspecified activity
V73.9       Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant injured in traffic accident
V73.90      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, traffic accident, while engaged in sports activity
V73.91      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, traffic accident, while engaged in leisure activity
V73.92      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, traffic accident, while working for income
V73.93      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, traffic accident, while engaged in other types of work
V73.94      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V73.98      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, traffic accident, while engaged in other specified activity
V73.99      Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, traffic accident, during unspecified activity
V74         Bus occupant injured in collision with heavy transport vehicle or bus
V74.0       Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident
V74.00      Bus occupant injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while engaged in sports activity
V74.01      Bus occupant injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while engaged in leisure activity
V74.02      Bus occupant injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while working for income
V74.03      Bus occupant injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while engaged in other types of work
V74.04      Bus occupant injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V74.08      Bus occupant injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, while engaged in other specified activity
V74.09      Bus occupant injured in collision with heavy transport vehicle or bus, driver, nontraffic accident, during unspecified activity
V74.1       Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident
V74.10      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while engaged in sports activity
V74.11      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while engaged in leisure activity
V74.12      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while working for income
V74.13      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V74.14      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while engaged in other specified activity
V74.18      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, while engaged in other specified activities
V74.19      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident, during unspecified activity
V74.2       Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident
V74.20      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while engaged in sports activity
V74.21      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while engaged in leisure activity
V74.22      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while working for income
V74.23      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while engaged in other types of work
V74.24      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V74.28      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, while engaged in other specified activity
V74.29      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident, during unspecified activity
V74.3       Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in nontraffic accident
V74.30      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, nontraffic accident, while engaged in sports activity
V74.31      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, nontraffic accident, while engaged in leisure activity
V74.32      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, nontraffic accident, while working for income
V74.33      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, nontraffic accident, while engaged in other types of work
V74.34      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V74.38      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, nontraffic accident, while engaged in other specified activity
V74.39      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, nontraffic accident, during unspecified activity
V74.4       Bus occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting
V74.40      Bus occupant injured in collision with heavy transport vehicle or bus, while boarding or alighting, while engaged in sports activity
V74.41      Bus occupant injured in collision with heavy transport vehicle or bus, while boarding or alighting, while engaged in leisure activity
V74.42      Bus occupant injured in collision with heavy transport vehicle or bus, while boarding or alighting, while working for income
V74.43      Bus occupant injured in collision with heavy transport vehicle or bus, while boarding or alighting, while engaged in other types of work
V74.44      Bus occupant injured in collision with heavy transport vehicle or bus, while boarding or alighting, while resting, sleeping, eating or engaging in other vital activities
V74.48      Bus occupant injured in collision with heavy transport vehicle or bus, while boarding or alighting, while engaged in other specified activity
V74.49      Bus occupant injured in collision with heavy transport vehicle or bus, while boarding or alighting, during unspecified activity
V74.5       Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident
V74.50      Bus occupant injured in collision with heavy transport vehicle or bus, driver, traffic accident, while engaged in sports activity
V74.51      Bus occupant injured in collision with heavy transport vehicle or bus, driver, traffic accident, while engaged in leisure activity
V74.52      Bus occupant injured in collision with heavy transport vehicle or bus, driver, traffic accident, while working for income
V74.53      Bus occupant injured in collision with heavy transport vehicle or bus, driver, traffic accident, while engaged in other types of work
V74.54      Bus occupant injured in collision with heavy transport vehicle or bus, driver, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V74.58      Bus occupant injured in collision with heavy transport vehicle or bus, driver, traffic accident, while engaged in other specified activity
V74.59      Bus occupant injured in collision with heavy transport vehicle or bus, driver, traffic accident, during unspecified activity
V74.6       Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident
V74.60      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, traffic accident, while engaged in sports activity
V74.61      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, traffic accident, while engaged in leisure activity
V74.62      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, traffic accident, while working for income
V74.63      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, traffic accident, while engaged in other types of work
V74.64      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V74.68      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, traffic accident, while engaged in other specified activity
V74.69      Bus occupant injured in collision with heavy transport vehicle or bus, passenger, traffic accident, during unspecified activity
V74.7       Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident
V74.70      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident, while engaged in sports activity
V74.71      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident, while engaged in leisure activity
V74.72      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident, while working for income
V74.73      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident, while engaged in other types of work
V74.74      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V74.78      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident, while engaged in other specified activity
V74.79      Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident, during unspecified activity
V74.9       Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in traffic accident
V74.90      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, traffic accident, while engaged in sports activity
V74.91      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, traffic accident, while engaged in leisure activity
V74.92      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, traffic accident, while working for income
V74.93      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, traffic accident, while engaged in other types of work
V74.94      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V74.98      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, traffic accident, while engaged in other specified activity
V74.99      Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, traffic accident, during unspecified activity
V75         Bus occupant injured in collision with railway train or railway vehicle
V75.0       Bus occupant injured in collision with railway train or railway vehicle, driver injured in nontraffic accident
V75.00      Bus occupant injured in collision with railway train or railway vehicle, driver, nontraffic accident, while engaged in sports activity
V75.01      Bus occupant injured in collision with railway train or railway vehicle, driver, nontraffic accident, while engaged in leisure activity
V75.02      Bus occupant injured in collision with railway train or railway vehicle, driver, nontraffic accident, while working for income
V75.03      Bus occupant injured in collision with railway train or railway vehicle, driver, nontraffic accident, while engaged in other types of work
V75.04      Bus occupant injured in collision with railway train or railway vehicle, driver, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V75.08      Bus occupant injured in collision with railway train or railway vehicle, driver, nontraffic accident, while engaged in other specified activity
V75.09      Bus occupant injured in collision with railway train or railway vehicle, driver, nontraffic accident, during unspecified activity
V75.1       Bus occupant injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident
V75.10      Bus occupant injured in collision with railway train or railway vehicle, passenger, nontraffic accident, while engaged in sports activity
V75.11      Bus occupant injured in collision with railway train or railway vehicle, passenger, nontraffic accident, while engaged in leisure activity
V75.12      Bus occupant injured in collision with railway train or railway vehicle, passenger, nontraffic accident, while working for income
V75.13      Bus occupant injured in collision with railway train or railway vehicle, passenger, nontraffic accident, while engaged in other types of work
V75.14      Bus occupant injured in collision with railway train or railway vehicle, passenger, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V75.18      Bus occupant injured in collision with railway train or railway vehicle, passenger, nontraffic accident, while engaged in other specified activity
V75.19      Bus occupant injured in collision with railway train or railway vehicle, passenger, nontraffic accident, during unspecified activity
V75.2       Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle injured in nontraffic accident
V75.20      Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident, while engaged in sports activity
V75.21      Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident, while engaged in leisure activity
V75.22      Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident, while working for income
V75.23      Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident, while engaged in other types of work
V75.24      Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V75.28      Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident, while engaged in other specified activity
V75.29      Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident, during unspecified activity
V75.3       Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant injured in nontraffic accident
V75.30      Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant, nontraffic accident, while engaged in sports activity
V75.31      Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant, nontraffic accident, while engaged in leisure activity
V75.32      Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant, nontraffic accident, while working for income
V75.33      Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant, nontraffic accident, while engaged in other types of work
V75.34      Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V75.38      Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant, nontraffic accident, while engaged in other specified activity
V75.39      Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant, nontraffic accident, during unspecified activity
V75.4       Bus occupant injured in collision with railway train or railway vehicle, person injured while boarding or alighting
